in s,C1 in V
1.5891840E-04,1.068170721758E-01
1.5892800E-04,1.058979268115E-01
1.5893760E-04,1.064806424197E-01
1.5894720E-04,1.062246460024E-01
1.5895680E-04,1.052642507594E-01
1.5896640E-04,1.054331628535E-01
1.5897600E-04,1.061804855172E-01
1.5898560E-04,1.056516345520E-01
1.5899520E-04,1.063462451216E-01
1.5900480E-04,1.052462440845E-01
1.5901440E-04,1.051372212846E-01
1.5902400E-04,1.055833274055E-01
1.5903360E-04,1.054922343906E-01
1.5904320E-04,1.058797775697E-01
1.5905280E-04,1.057644882355E-01
1.5906240E-04,1.060227088559E-01
1.5907200E-04,1.060447626676E-01
1.5908160E-04,1.059374066185E-01
1.5909120E-04,1.059775375877E-01
1.5910080E-04,1.058696256880E-01
1.5911040E-04,1.064930177037E-01
1.5912000E-04,1.058645269204E-01
1.5912960E-04,1.066485533420E-01
1.5913920E-04,1.052960575860E-01
1.5914880E-04,1.056133665632E-01
1.5915840E-04,1.054449358325E-01
1.5916800E-04,1.056579787772E-01
1.5917760E-04,1.061621624719E-01
1.5918720E-04,1.060094317164E-01
1.5919680E-04,1.055247027915E-01
1.5920640E-04,1.054287528921E-01
1.5921600E-04,1.054442942817E-01
1.5922560E-04,1.058661247905E-01
1.5923520E-04,1.042818545666E-01
1.5924480E-04,1.054917754535E-01
1.5925440E-04,1.059113633376E-01
1.5926400E-04,1.059732629847E-01
1.5927360E-04,1.046710156392E-01
1.5928320E-04,1.062210441869E-01
1.5929280E-04,1.053881942224E-01
1.5930240E-04,1.046682948548E-01
1.5931200E-04,1.046022031013E-01
1.5932160E-04,1.052639656257E-01
1.5933120E-04,1.054940324951E-01
1.5934080E-04,1.051365124550E-01
1.5935040E-04,1.051523766223E-01
1.5936000E-04,1.060020030219E-01
1.5936960E-04,1.059685150277E-01
1.5937920E-04,1.049726246413E-01
1.5938880E-04,1.058849051710E-01
1.5939840E-04,1.051864557084E-01
1.5940800E-04,1.048093119007E-01
1.5941760E-04,1.056261439178E-01
1.5942720E-04,1.048424098384E-01
1.5943680E-04,1.055365726840E-01
1.5944640E-04,1.048728542704E-01
1.5945600E-04,1.057463389937E-01
1.5946560E-04,1.052821429003E-01
1.5947520E-04,1.060328975808E-01
1.5948480E-04,1.060532750305E-01
1.5949440E-04,1.050302120414E-01
1.5950400E-04,1.054455797862E-01
1.5951360E-04,1.056506301764E-01
1.5952320E-04,1.054217478935E-01
1.5953280E-04,1.051627936143E-01
1.5954240E-04,1.051708686654E-01
1.5955200E-04,1.055527796526E-01
1.5956160E-04,1.059112912532E-01
1.5957120E-04,1.067136383172E-01
1.5958080E-04,1.046029047225E-01
1.5959040E-04,1.055749816377E-01
1.5960000E-04,1.053094572689E-01
1.5960960E-04,1.047845589299E-01
1.5961920E-04,1.054552471008E-01
1.5962880E-04,1.053204317134E-01
1.5963840E-04,1.046276729111E-01
1.5964800E-04,1.051955831911E-01
1.5965760E-04,1.044323787395E-01
1.5966720E-04,1.052203361619E-01
1.5967680E-04,1.042218170989E-01
1.5968640E-04,1.048059263382E-01
1.5969600E-04,1.053641380671E-01
1.5970560E-04,1.051790093932E-01
1.5971520E-04,1.052836118195E-01
1.5972480E-04,1.047097681951E-01
1.5973440E-04,1.047109968331E-01
1.5974400E-04,1.058842892502E-01
1.5975360E-04,1.050138168525E-01
1.5976320E-04,1.055627905693E-01
1.5977280E-04,1.051383409951E-01
1.5978240E-04,1.054525903914E-01
1.5979200E-04,1.043600444797E-01
1.5980160E-04,1.046721425582E-01
1.5981120E-04,1.050117232021E-01
1.5982080E-04,1.056011114199E-01
1.5983040E-04,1.041072237793E-01
1.5984000E-04,1.045803991821E-01
1.5984960E-04,1.042750666220E-01
1.5985920E-04,1.050272141326E-01
1.5986880E-04,1.051260810461E-01
1.5987840E-04,1.045170778710E-01
1.5988800E-04,1.046556744840E-01
1.5989760E-04,1.056743195023E-01
1.5990720E-04,1.046041694026E-01
1.5991680E-04,1.042967471968E-01
1.5992640E-04,1.052122010406E-01
1.5993600E-04,1.044737007026E-01
1.5994560E-04,1.039237033878E-01
1.5995520E-04,1.050614165630E-01
1.5996480E-04,1.041167509299E-01
1.5997440E-04,1.043608374078E-01
1.5998400E-04,1.050384128395E-01
1.5999360E-04,1.049700247984E-01
1.6000320E-04,1.045826081675E-01
1.6001280E-04,1.053374884766E-01
1.6002240E-04,1.046363895129E-01
1.6003200E-04,1.053597609442E-01
1.6004160E-04,1.043384968605E-01
1.6005120E-04,1.046412151609E-01
1.6006080E-04,1.041739426669E-01
1.6007040E-04,1.051109377224E-01
1.6008000E-04,1.056432647560E-01
1.6008960E-04,1.049163836170E-01
1.6009920E-04,1.048148704063E-01
1.6010880E-04,1.049571377154E-01
1.6011840E-04,1.039215440605E-01
1.6012800E-04,1.056002520140E-01
1.6013760E-04,1.049506605346E-01
1.6014720E-04,1.050888406601E-01
1.6015680E-04,1.049551842291E-01
1.6016640E-04,1.049052249569E-01
1.6017600E-04,1.046443532337E-01
1.6018560E-04,1.043130438704E-01
1.6019520E-04,1.048798592690E-01
1.6020480E-04,1.046802208129E-01
1.6021440E-04,1.042433679219E-01
1.6022400E-04,1.046586107206E-01
1.6023360E-04,1.040793287311E-01
1.6024320E-04,1.051467892829E-01
1.6025280E-04,1.032909139734E-01
1.6026240E-04,1.045393415283E-01
1.6027200E-04,1.037056962330E-01
1.6028160E-04,1.043938240152E-01
1.6029120E-04,1.034922400046E-01
1.6030080E-04,1.042668313835E-01
1.6031040E-04,1.036913594533E-01
1.6032000E-04,1.040195948187E-01
1.6032960E-04,1.039937461656E-01
1.6033920E-04,1.040666747209E-01
1.6034880E-04,1.047226360556E-01
1.6035840E-04,1.045174983632E-01
1.6036800E-04,1.046781527925E-01
1.6037760E-04,1.035046120849E-01
1.6038720E-04,1.042007131990E-01
1.6039680E-04,1.044507346232E-01
1.6040640E-04,1.040744494203E-01
1.6041600E-04,1.040235562552E-01
1.6042560E-04,1.028383058425E-01
1.6043520E-04,1.042491066385E-01
1.6044480E-04,1.038759450916E-01
1.6045440E-04,1.039072313089E-01
1.6046400E-04,1.039030800503E-01
1.6047360E-04,1.040138873387E-01
1.6048320E-04,1.037803283822E-01
1.6049280E-04,1.035308275674E-01
1.6050240E-04,1.041020993818E-01
1.6051200E-04,1.039253909629E-01
1.6052160E-04,1.037048424337E-01
1.6053120E-04,1.039022238482E-01
1.6054080E-04,1.031811855476E-01
1.6055040E-04,1.032488134991E-01
1.6056000E-04,1.030357064795E-01
1.6056960E-04,1.044033791985E-01
1.6057920E-04,1.033820174005E-01
1.6058880E-04,1.039809495885E-01
1.6059840E-04,1.030923567828E-01
1.6060800E-04,1.033626627479E-01
1.6061760E-04,1.035202127438E-01
1.6062720E-04,1.039267012965E-01
1.6063680E-04,1.034055697661E-01
1.6064640E-04,1.042603758279E-01
1.6065600E-04,1.041505857300E-01
1.6066560E-04,1.032806779932E-01
1.6067520E-04,1.037228795443E-01
1.6068480E-04,1.046783642400E-01
1.6069440E-04,1.040388477523E-01
1.6070400E-04,1.041660998877E-01
1.6071360E-04,1.033364016119E-01
1.6072320E-04,1.038783054542E-01
1.6073280E-04,1.040931368921E-01
1.6074240E-04,1.045050141517E-01
1.6075200E-04,1.041765465144E-01
1.6076160E-04,1.037923985090E-01
1.6077120E-04,1.036240702983E-01
1.6078080E-04,1.036796129052E-01
1.6079040E-04,1.038297109794E-01
1.6080000E-04,1.043324738111E-01
1.6080960E-04,1.040136414509E-01
1.6081920E-04,1.046431566332E-01
1.6082880E-04,1.036263449606E-01
1.6083840E-04,1.035649875481E-01
1.6084800E-04,1.033343608234E-01
1.6085760E-04,1.039775239792E-01
1.6086720E-04,1.031337492283E-01
1.6087680E-04,1.033473944779E-01
1.6088640E-04,1.027461980399E-01
1.6089600E-04,1.038481453549E-01
1.6090560E-04,1.033592523564E-01
1.6091520E-04,1.034778952155E-01
1.6092480E-04,1.023856160160E-01
1.6093440E-04,1.039237170037E-01
1.6094400E-04,1.029962691221E-01
1.6095360E-04,1.033386938948E-01
1.6096320E-04,1.033443132717E-01
1.6097280E-04,1.039760118093E-01
1.6098240E-04,1.035377460647E-01
1.6099200E-04,1.035263527300E-01
1.6100160E-04,1.028848731447E-01
1.6101120E-04,1.030353796970E-01
1.6102080E-04,1.028045407239E-01
1.6103040E-04,1.030299813788E-01
1.6104000E-04,1.031983312149E-01
1.6104960E-04,1.033913090754E-01
1.6105920E-04,1.032691300776E-01
1.6106880E-04,1.029314020019E-01
1.6107840E-04,1.029984004166E-01
1.6108800E-04,1.037576490384E-01
1.6109760E-04,1.031369898211E-01
1.6110720E-04,1.033539389376E-01
1.6111680E-04,1.025317967054E-01
1.6112640E-04,1.036404590797E-01
1.6113600E-04,1.038900487985E-01
1.6114560E-04,1.031793321785E-01
1.6115520E-04,1.033852980401E-01
1.6116480E-04,1.032259963941E-01
1.6117440E-04,1.029243457433E-01
1.6118400E-04,1.039126632664E-01
1.6119360E-04,1.026336350966E-01
1.6120320E-04,1.028986428607E-01
1.6121280E-04,1.023959272843E-01
1.6122240E-04,1.031684714671E-01
1.6123200E-04,1.027490934286E-01
1.6124160E-04,1.022513604838E-01
1.6125120E-04,1.022293403115E-01
1.6126080E-04,1.033420906704E-01
1.6127040E-04,1.031049859639E-01
1.6128000E-04,1.029396700788E-01
1.6128960E-04,1.024034865316E-01
1.6129920E-04,1.029699871618E-01
1.6130880E-04,1.030214754235E-01
1.6131840E-04,1.031290853698E-01
1.6132800E-04,1.029623926733E-01
1.6133760E-04,1.031453411955E-01
1.6134720E-04,1.025366736133E-01
1.6135680E-04,1.027592108700E-01
1.6136640E-04,1.029206494171E-01
1.6137600E-04,1.030734650720E-01
1.6138560E-04,1.038349218782E-01
1.6139520E-04,1.033361228857E-01
1.6140480E-04,1.033259053271E-01
1.6141440E-04,1.033750476431E-01
1.6142400E-04,1.031333215278E-01
1.6143360E-04,1.024169831280E-01
1.6144320E-04,1.024526785057E-01
1.6145280E-04,1.026382052455E-01
1.6146240E-04,1.031585238244E-01
1.6147200E-04,1.030990454111E-01
1.6148160E-04,1.022205700468E-01
1.6149120E-04,1.028648417000E-01
1.6150080E-04,1.021536677446E-01
1.6151040E-04,1.025289101269E-01
1.6152000E-04,1.022307371464E-01
1.6152960E-04,1.022804208960E-01
1.6153920E-04,1.019320643809E-01
1.6154880E-04,1.023718575131E-01
1.6155840E-04,1.016943733882E-01
1.6156800E-04,1.021070964377E-01
1.6157760E-04,1.026981041510E-01
1.6158720E-04,1.029600018751E-01
1.6159680E-04,1.015545641560E-01
1.6160640E-04,1.024143344279E-01
1.6161600E-04,1.018982816417E-01
1.6162560E-04,1.013135316525E-01
1.6163520E-04,1.023127931844E-01
1.6164480E-04,1.025799050111E-01
1.6165440E-04,1.019392936420E-01
1.6166400E-04,1.031277221743E-01
1.6167360E-04,1.022276455279E-01
1.6168320E-04,1.017544180643E-01
1.6169280E-04,1.020421764556E-01
1.6170240E-04,1.024904811498E-01
1.6171200E-04,1.022132054273E-01
1.6172160E-04,1.026252028275E-01
1.6173120E-04,1.020720466156E-01
1.6174080E-04,1.022858560573E-01
1.6175040E-04,1.022362107527E-01
1.6176000E-04,1.020561912585E-01
1.6176960E-04,1.019743642885E-01
1.6177920E-04,1.021753234904E-01
1.6178880E-04,1.014922480214E-01
1.6179840E-04,1.022441664640E-01
1.6180800E-04,1.007960451882E-01
1.6181760E-04,1.025461927544E-01
1.6182720E-04,1.016524419118E-01
1.6183680E-04,1.019549191300E-01
1.6184640E-04,1.024121718969E-01
1.6185600E-04,1.017209356766E-01
1.6186560E-04,1.021668407623E-01
1.6187520E-04,1.025308636133E-01
1.6188480E-04,1.013425832544E-01
1.6189440E-04,1.028426252980E-01
1.6190400E-04,1.021293192472E-01
1.6191360E-04,1.019190219160E-01
1.6192320E-04,1.016087067243E-01
1.6193280E-04,1.015816422481E-01
1.6194240E-04,1.020357921835E-01
1.6195200E-04,1.016498789120E-01
1.6196160E-04,1.014059726451E-01
1.6197120E-04,1.017137776989E-01
1.6198080E-04,1.017439946648E-01
1.6199040E-04,1.025579000566E-01
1.6200000E-04,1.018226507235E-01
1.6200960E-04,1.022767373849E-01
1.6201920E-04,1.013691711728E-01
1.6202880E-04,1.025870125297E-01
1.6203840E-04,1.017437031236E-01
1.6204800E-04,1.019789224233E-01
1.6205760E-04,1.014723463286E-01
1.6206720E-04,1.024772208299E-01
1.6207680E-04,1.018479883786E-01
1.6208640E-04,1.015325151499E-01
1.6209600E-04,1.016931623708E-01
1.6210560E-04,1.021901768748E-01
1.6211520E-04,1.009425967116E-01
1.6212480E-04,1.020959001336E-01
1.6213440E-04,1.010352059010E-01
1.6214400E-04,1.017233841423E-01
1.6215360E-04,1.013128708791E-01
1.6216320E-04,1.014138210308E-01
1.6217280E-04,1.012547340360E-01
1.6218240E-04,1.012889188457E-01
1.6219200E-04,1.015364765864E-01
1.6220160E-04,1.010142814111E-01
1.6221120E-04,1.006600468162E-01
1.6222080E-04,1.006936701689E-01
1.6223040E-04,1.013739872094E-01
1.6224000E-04,1.016017289575E-01
1.6224960E-04,1.014448125031E-01
1.6225920E-04,1.018387095187E-01
1.6226880E-04,1.010732784610E-01
1.6227840E-04,1.019839571159E-01
1.6228800E-04,1.010160602931E-01
1.6229760E-04,1.017988853086E-01
1.6230720E-04,1.009315477800E-01
1.6231680E-04,1.018566304933E-01
1.6232640E-04,1.016780094359E-01
1.6233600E-04,1.013843673583E-01
1.6234560E-04,1.013208426092E-01
1.6235520E-04,1.027604811568E-01
1.6236480E-04,1.021739298593E-01
1.6237440E-04,1.023527295258E-01
1.6238400E-04,1.009112079743E-01
1.6239360E-04,1.017026030201E-01
1.6240320E-04,1.015939670730E-01
1.6241280E-04,1.009699807618E-01
1.6242240E-04,1.013098986004E-01
1.6243200E-04,1.022924333554E-01
1.6244160E-04,1.010918890428E-01
1.6245120E-04,1.014410232682E-01
1.6246080E-04,1.010590401966E-01
1.6247040E-04,1.014406836707E-01
1.6248000E-04,1.006758421030E-01
1.6248960E-04,1.014962014485E-01
1.6249920E-04,1.006959023815E-01
1.6250880E-04,1.012887290236E-01
1.6251840E-04,1.006639289599E-01
1.6252800E-04,1.009296223264E-01
1.6253760E-04,1.001267338287E-01
1.6254720E-04,1.012068964470E-01
1.6255680E-04,1.009270729426E-01
1.6256640E-04,1.011160949733E-01
1.6257600E-04,1.012799243186E-01
1.6258560E-04,1.019269784283E-01
1.6259520E-04,1.004528811503E-01
1.6260480E-04,1.021473123062E-01
1.6261440E-04,1.011582443047E-01
1.6262400E-04,1.022604583319E-01
1.6263360E-04,1.015013522770E-01
1.6264320E-04,1.015734094124E-01
1.6265280E-04,1.003420962881E-01
1.6266240E-04,1.017344394814E-01
1.6267200E-04,1.009635340165E-01
1.6268160E-04,1.018304614652E-01
1.6269120E-04,1.007439097691E-01
1.6270080E-04,1.014846791629E-01
1.6271040E-04,1.006515112262E-01
1.6272000E-04,1.014296659756E-01
1.6272960E-04,1.008347649056E-01
1.6273920E-04,1.009575237822E-01
1.6274880E-04,1.000195828196E-01
1.6275840E-04,1.012376268137E-01
1.6276800E-04,9.976529560275E-02
1.6277760E-04,1.008408095803E-01
1.6278720E-04,1.002845761668E-01
1.6279680E-04,1.005428256210E-01
1.6280640E-04,1.004603587020E-01
1.6281600E-04,1.003652497869E-01
1.6282560E-04,9.961417633332E-02
1.6283520E-04,1.008428759988E-01
1.6284480E-04,1.001837862026E-01
1.6285440E-04,1.005674416315E-01
1.6286400E-04,9.949387713559E-02
1.6287360E-04,1.007659331452E-01
1.6288320E-04,1.005406006169E-01
1.6289280E-04,1.007189998146E-01
1.6290240E-04,1.000692545552E-01
1.6291200E-04,1.010640869033E-01
1.6292160E-04,1.008253058348E-01
1.6293120E-04,1.013774008047E-01
1.6294080E-04,1.000607670214E-01
1.6295040E-04,1.013115421239E-01
1.6296000E-04,1.004440516163E-01
1.6296960E-04,1.007362455990E-01
1.6297920E-04,1.001934831519E-01
1.6298880E-04,1.015266330656E-01
1.6299840E-04,1.002685574185E-01
1.6300800E-04,1.009311881591E-01
1.6301760E-04,1.004140148614E-01
1.6302720E-04,1.013764468882E-01
1.6303680E-04,1.010298508335E-01
1.6304640E-04,1.007664881948E-01
1.6305600E-04,1.003240095194E-01
1.6306560E-04,1.012108458694E-01
1.6307520E-04,1.005984154832E-01
1.6308480E-04,1.004274185490E-01
1.6309440E-04,1.000349808414E-01
1.6310400E-04,1.009917614538E-01
1.6311360E-04,9.976772484593E-02
1.6312320E-04,1.010517020080E-01
1.6313280E-04,1.004993010800E-01
1.6314240E-04,1.004279567789E-01
1.6315200E-04,1.005697715584E-01
1.6316160E-04,1.001404498819E-01
1.6317120E-04,1.001864717457E-01
1.6318080E-04,1.010249026421E-01
1.6319040E-04,1.009388619404E-01
1.6320000E-04,1.004973684181E-01
1.6320960E-04,9.961055529527E-02
1.6321920E-04,1.000335487653E-01
1.6322880E-04,1.000391569290E-01
1.6323840E-04,1.011937186237E-01
1.6324800E-04,9.974571268298E-02
1.6325760E-04,1.004413668741E-01
1.6326720E-04,1.007874311063E-01
1.6327680E-04,1.007827095803E-01
1.6328640E-04,1.004066830803E-01
1.6329600E-04,1.010724815283E-01
1.6330560E-04,1.000944256153E-01
1.6331520E-04,1.006254118796E-01
1.6332480E-04,1.000283114355E-01
1.6333440E-04,1.009326090220E-01
1.6334400E-04,1.005021932650E-01
1.6335360E-04,1.005042460676E-01
1.6336320E-04,9.955670186542E-02
1.6337280E-04,1.006944695044E-01
1.6338240E-04,9.966444156356E-02
1.6339200E-04,9.949478459768E-02
1.6340160E-04,9.993630214818E-02
1.6341120E-04,9.989722361080E-02
1.6342080E-04,9.988739450686E-02
1.6343040E-04,9.971111218669E-02
1.6344000E-04,9.964473209567E-02
1.6344960E-04,1.001160725508E-01
1.6345920E-04,9.980421315171E-02
1.6346880E-04,1.008267291006E-01
1.6347840E-04,9.930334373601E-02
1.6348800E-04,9.993936253004E-02
1.6349760E-04,1.006071432982E-01
1.6350720E-04,1.005153526668E-01
1.6351680E-04,1.003216555644E-01
1.6352640E-04,9.952625182681E-02
1.6353600E-04,9.961083081775E-02
1.6354560E-04,1.002933688577E-01
1.6355520E-04,9.890799061619E-02
1.6356480E-04,1.002541245263E-01
1.6357440E-04,9.994960571863E-02
1.6358400E-04,1.004029282857E-01
1.6359360E-04,1.006816128571E-01
1.6360320E-04,1.000888214562E-01
1.6361280E-04,9.959042213149E-02
1.6362240E-04,1.003316096146E-01
1.6363200E-04,1.002508046407E-01
1.6364160E-04,9.998452018239E-02
1.6365120E-04,1.000052148033E-01
1.6366080E-04,1.001921135489E-01
1.6367040E-04,1.003487825137E-01
1.6368000E-04,9.960314021669E-02
1.6368960E-04,9.918481460996E-02
1.6369920E-04,9.964781570472E-02
1.6370880E-04,1.000715740699E-01
1.6371840E-04,9.941206217967E-02
1.6372800E-04,9.987633836679E-02
1.6373760E-04,9.978654607423E-02
1.6374720E-04,9.994350658022E-02
1.6375680E-04,9.998713524304E-02
1.6376640E-04,1.000109511171E-01
1.6377600E-04,9.965585471355E-02
1.6378560E-04,9.948688975759E-02
1.6379520E-04,9.946804850586E-02
1.6380480E-04,9.971725377478E-02
1.6381440E-04,1.000291083682E-01
1.6382400E-04,9.884572734349E-02
1.6383360E-04,9.970585403256E-02
1.6384320E-04,9.885321610831E-02
1.6385280E-04,9.986428345777E-02
1.6386240E-04,9.957951416485E-02
1.6387200E-04,9.951678394564E-02
1.6388160E-04,9.923702291437E-02
1.6389120E-04,1.001167565513E-01
1.6390080E-04,9.909406599812E-02
1.6391040E-04,9.920286053084E-02
1.6392000E-04,1.000477421772E-01
1.6392960E-04,9.942439341210E-02
1.6393920E-04,9.933915204592E-02
1.6394880E-04,1.005836277757E-01
1.6395840E-04,1.006156828929E-01
1.6396800E-04,9.942105670683E-02
1.6397760E-04,9.929770113193E-02
1.6398720E-04,9.924673027583E-02
1.6399680E-04,9.955178170689E-02
1.6400640E-04,9.902386223190E-02
1.6401600E-04,9.968837357350E-02
1.6402560E-04,9.919415033646E-02
1.6403520E-04,9.881599334292E-02
1.6404480E-04,9.936674754359E-02
1.6405440E-04,9.875016109310E-02
1.6406400E-04,9.940614165031E-02
1.6407360E-04,9.868771200292E-02
1.6408320E-04,9.880545781218E-02
1.6409280E-04,9.827791397683E-02
1.6410240E-04,9.928895089068E-02
1.6411200E-04,9.866393217109E-02
1.6412160E-04,9.902136250623E-02
1.6413120E-04,9.770846189223E-02
1.6414080E-04,9.906281342022E-02
1.6415040E-04,9.952463153042E-02
1.6416000E-04,9.951561778076E-02
1.6416960E-04,9.863316095658E-02
1.6417920E-04,9.885780708157E-02
1.6418880E-04,9.937779086866E-02
1.6419840E-04,9.915787828378E-02
1.6420800E-04,9.935850269385E-02
1.6421760E-04,9.954914902561E-02
1.6422720E-04,9.811506738179E-02
1.6423680E-04,9.956936068125E-02
1.6424640E-04,9.936570792683E-02
1.6425600E-04,1.014219249155E-01
1.6426560E-04,9.955193869062E-02
1.6427520E-04,9.904087093882E-02
1.6428480E-04,9.875356908180E-02
1.6429440E-04,9.899679295011E-02
1.6430400E-04,9.902933183350E-02
1.6431360E-04,9.963737388365E-02
1.6432320E-04,9.935057181157E-02
1.6433280E-04,9.970222578608E-02
1.6434240E-04,9.870047734343E-02
1.6435200E-04,9.960329720043E-02
1.6436160E-04,9.915349555425E-02
1.6437120E-04,9.938665244021E-02
1.6438080E-04,9.864260400869E-02
1.6439040E-04,9.877519118823E-02
1.6440000E-04,9.840426345579E-02
1.6440960E-04,9.943932448737E-02
1.6441920E-04,9.800696405806E-02
1.6442880E-04,9.841992498599E-02
1.6443840E-04,9.880448627509E-02
1.6444800E-04,9.910672401302E-02
1.6445760E-04,9.872761870958E-02
1.6446720E-04,9.881992594563E-02
1.6447680E-04,9.934617786892E-02
1.6448640E-04,9.902873994075E-02
1.6449600E-04,9.837377657406E-02
1.6450560E-04,9.840728779547E-02
1.6451520E-04,9.851558014043E-02
1.6452480E-04,9.920808264278E-02
1.6453440E-04,9.816263425388E-02
1.6454400E-04,9.891073943339E-02
1.6455360E-04,9.857182837315E-02
1.6456320E-04,9.870691447742E-02
1.6457280E-04,9.818599519543E-02
1.6458240E-04,9.850847582556E-02
1.6459200E-04,9.846727320217E-02
1.6460160E-04,9.883814647086E-02
1.6461120E-04,9.814870274849E-02
1.6462080E-04,9.918580536954E-02
1.6463040E-04,9.825444891341E-02
1.6464000E-04,9.917321463339E-02
1.6464960E-04,9.881995477937E-02
1.6465920E-04,9.853956020661E-02
1.6466880E-04,9.768740845136E-02
1.6467840E-04,9.910585739873E-02
1.6468800E-04,9.852106656171E-02
1.6469760E-04,9.824868696965E-02
1.6470720E-04,9.739536744766E-02
1.6471680E-04,9.839478756525E-02
1.6472640E-04,9.792641778700E-02
1.6473600E-04,9.725346536599E-02
1.6474560E-04,9.822174183317E-02
1.6475520E-04,9.782587611340E-02
1.6476480E-04,9.813646042012E-02
1.6477440E-04,9.779323551096E-02
1.6478400E-04,9.803864273466E-02
1.6479360E-04,9.797158905529E-02
1.6480320E-04,9.851638668440E-02
1.6481280E-04,9.777346517183E-02
1.6482240E-04,9.835136714615E-02
1.6483200E-04,9.842282918505E-02
1.6484160E-04,9.866662972830E-02
1.6485120E-04,9.815300137960E-02
1.6486080E-04,9.844946035408E-02
1.6487040E-04,9.902986685969E-02
1.6488000E-04,9.807072828747E-02
1.6488960E-04,9.927829041369E-02
1.6489920E-04,9.851012095101E-02
1.6490880E-04,9.923488200866E-02
1.6491840E-04,9.716005764194E-02
1.6492800E-04,9.849899192564E-02
1.6493760E-04,9.773406706043E-02
1.6494720E-04,9.911753586717E-02
1.6495680E-04,9.819064543806E-02
1.6496640E-04,9.778343684264E-02
1.6497600E-04,9.769841092862E-02
1.6498560E-04,9.812517841570E-02
1.6499520E-04,9.751950874217E-02
1.6500480E-04,9.835504184701E-02
1.6501440E-04,9.790660980381E-02
1.6502400E-04,9.794619453363E-02
1.6503360E-04,9.773545027934E-02
1.6504320E-04,9.804897322543E-02
1.6505280E-04,9.784784422480E-02
1.6506240E-04,9.841568802707E-02
1.6507200E-04,9.798033849560E-02
1.6508160E-04,9.821451657675E-02
1.6509120E-04,9.778196231686E-02
1.6510080E-04,9.795951812752E-02
1.6511040E-04,9.781437385120E-02
1.6512000E-04,9.761602970995E-02
1.6512960E-04,9.742270023786E-02
1.6513920E-04,9.799653985761E-02
1.6514880E-04,9.812834692411E-02
1.6515840E-04,9.820324898921E-02
1.6516800E-04,9.631476831846E-02
1.6517760E-04,9.808954310827E-02
1.6518720E-04,9.756948403306E-02
1.6519680E-04,9.813291146644E-02
1.6520640E-04,9.703699681200E-02
1.6521600E-04,9.838790030442E-02
1.6522560E-04,9.870269914381E-02
1.6523520E-04,9.859505315535E-02
1.6524480E-04,9.738361208923E-02
1.6525440E-04,9.728889242970E-02
1.6526400E-04,9.790312412419E-02
1.6527360E-04,9.795928665660E-02
1.6528320E-04,9.683308695667E-02
1.6529280E-04,9.762116211690E-02
1.6530240E-04,9.691799593382E-02
1.6531200E-04,9.763443204798E-02
1.6532160E-04,9.710777084567E-02
1.6533120E-04,9.783422348313E-02
1.6534080E-04,9.723893956505E-02
1.6535040E-04,9.844710399620E-02
1.6536000E-04,9.753223483674E-02
1.6536960E-04,9.704569178857E-02
1.6537920E-04,9.711135984622E-02
1.6538880E-04,9.775405765735E-02
1.6539840E-04,9.693160946705E-02
1.6540800E-04,9.797517485209E-02
1.6541760E-04,9.693369430713E-02
1.6542720E-04,9.837602720820E-02
1.6543680E-04,9.684182678573E-02
1.6544640E-04,9.740603913777E-02
1.6545600E-04,9.687728268318E-02
1.6546560E-04,9.815823150091E-02
1.6547520E-04,9.765064462312E-02
1.6548480E-04,9.760984246843E-02
1.6549440E-04,9.763625418060E-02
1.6550400E-04,9.761047200523E-02
1.6551360E-04,9.671309291609E-02
1.6552320E-04,9.809417012371E-02
1.6553280E-04,9.704509428926E-02
1.6554240E-04,9.726561478563E-02
1.6555200E-04,9.709208208360E-02
1.6556160E-04,9.845955216549E-02
1.6557120E-04,9.738204785846E-02
1.6558080E-04,9.790092555098E-02
1.6559040E-04,9.683300846480E-02
1.6560000E-04,9.727508506961E-02
1.6560960E-04,9.699693712629E-02
1.6561920E-04,9.798746123202E-02
1.6562880E-04,9.767248778828E-02
1.6563840E-04,9.810742323510E-02
1.6564800E-04,9.705556174032E-02
1.6565760E-04,9.674623009972E-02
1.6566720E-04,9.670458535887E-02
1.6567680E-04,9.665906728469E-02
1.6568640E-04,9.736625337266E-02
1.6569600E-04,9.656282664500E-02
1.6570560E-04,9.701073887982E-02
1.6571520E-04,9.669992310219E-02
1.6572480E-04,9.644718169458E-02
1.6573440E-04,9.721517174728E-02
1.6574400E-04,9.713266077675E-02
1.6575360E-04,9.697866454013E-02
1.6576320E-04,9.671074937321E-02
1.6577280E-04,9.694939187951E-02
1.6578240E-04,9.702427151837E-02
1.6579200E-04,9.726236057691E-02
1.6580160E-04,9.659479846470E-02
1.6581120E-04,9.725845360421E-02
1.6582080E-04,9.731140597947E-02
1.6583040E-04,9.676957422160E-02
1.6584000E-04,9.627278157733E-02
1.6584960E-04,9.718198250271E-02
1.6585920E-04,9.726841005720E-02
1.6586880E-04,9.706883407422E-02
1.6587840E-04,9.573775218092E-02
1.6588800E-04,9.725006138198E-02
1.6589760E-04,9.747482204102E-02
1.6590720E-04,9.684456198700E-02
1.6591680E-04,9.654923313521E-02
1.6592640E-04,9.722021845393E-02
1.6593600E-04,9.601696376912E-02
1.6594560E-04,9.789443395324E-02
1.6595520E-04,9.690397632532E-02
1.6596480E-04,9.730358562656E-02
1.6597440E-04,9.724996206574E-02
