,,,0.0000E+0,9.6000E-4,,,,,0.0000E+0,9.6000E-4,
,,,5.0000E-5,1.2000E-3,,,,,5.0000E-5,1.4400E-3,
,,,1.0000E-4,1.3600E-3,,,,,1.0000E-4,1.5200E-3,
,,,1.5000E-4,1.3600E-3,,,,,1.5000E-4,1.9200E-3,
,,,2.0000E-4,1.0400E-3,,,,,2.0000E-4,1.8400E-3,
,,,2.5000E-4,1.2800E-3,,,,,2.5000E-4,8.0000E-4,
,,,3.0000E-4,1.6800E-3,,,,,3.0000E-4,1.1200E-3,
,,,3.5000E-4,2.0800E-3,,,,,3.5000E-4,1.6000E-3,
,,,4.0000E-4,1.9200E-3,,,,,4.0000E-4,9.6000E-4,
,,,4.5000E-4,8.8000E-4,,,,,4.5000E-4,9.6000E-4,
,,,5.0000E-4,5.6000E-4,,,,,5.0000E-4,8.8000E-4,
,,,5.5000E-4,8.0000E-4,,,,,5.5000E-4,1.1200E-3,
,,,6.0000E-4,2.0800E-3,,,,,6.0000E-4,2.6400E-3,
,,,6.5000E-4,2.8800E-3,,,,,6.5000E-4,2.6400E-3,
,,,7.0000E-4,1.4400E-3,,,,,7.0000E-4,1.8400E-3,
,,,7.5000E-4,1.4400E-3,,,,,7.5000E-4,7.2000E-4,
,,,8.0000E-4,1.5200E-3,,,,,8.0000E-4,1.1200E-3,
,,,8.5000E-4,8.8000E-4,,,,,8.5000E-4,1.6000E-3,
,,,9.0000E-4,7.2000E-4,,,,,9.0000E-4,1.5200E-3,
,,,9.5000E-4,1.7600E-3,,,,,9.5000E-4,9.6000E-4,
,,,1.0000E-3,2.4800E-3,,,,,1.0000E-3,1.5200E-3,
,,,1.0500E-3,2.8800E-3,,,,,1.0500E-3,1.2000E-3,
,,,1.1000E-3,2.1600E-3,,,,,1.1000E-3,8.0000E-4,
,,,1.1500E-3,1.8400E-3,,,,,1.1500E-3,7.2000E-4,
,,,1.2000E-3,1.6000E-3,,,,,1.2000E-3,1.0400E-3,
,,,1.2500E-3,8.0000E-4,,,,,1.2500E-3,8.0000E-4,
,,,1.3000E-3,4.8000E-4,,,,,1.3000E-3,1.2000E-3,
,,,1.3500E-3,1.4400E-3,,,,,1.3500E-3,1.5200E-3,
,,,1.4000E-3,2.0000E-3,,,,,1.4000E-3,1.1200E-3,
,,,1.4500E-3,1.5200E-3,,,,,1.4500E-3,2.4000E-3,
,,,1.5000E-3,1.8400E-3,,,,,1.5000E-3,4.3200E-3,
,,,1.5500E-3,2.9600E-3,,,,,1.5500E-3,3.0400E-3,
,,,1.6000E-3,2.0000E-3,,,,,1.6000E-3,1.6800E-3,
,,,1.6500E-3,1.8400E-3,,,,,1.6500E-3,1.0400E-3,
,,,1.7000E-3,1.2000E-3,,,,,1.7000E-3,8.8000E-4,
,,,1.7500E-3,8.8000E-4,,,,,1.7500E-3,7.2000E-4,
,,,1.8000E-3,8.8000E-4,,,,,1.8000E-3,2.0000E-3,
,,,1.8500E-3,1.6000E-3,,,,,1.8500E-3,2.0800E-3,
,,,1.9000E-3,2.3200E-3,,,,,1.9000E-3,1.5200E-3,
,,,1.9500E-3,1.9200E-3,,,,,1.9500E-3,1.2000E-3,
,,,2.0000E-3,1.0400E-3,,,,,2.0000E-3,9.6000E-4,
,,,2.0500E-3,6.4000E-4,,,,,2.0500E-3,8.0000E-4,
,,,2.1000E-3,6.4000E-4,,,,,2.1000E-3,7.2000E-4,
,,,2.1500E-3,7.2000E-4,,,,,2.1500E-3,6.4000E-4,
,,,2.2000E-3,1.6000E-3,,,,,2.2000E-3,1.4400E-3,
,,,2.2500E-3,2.0800E-3,,,,,2.2500E-3,1.2000E-3,
,,,2.3000E-3,2.1600E-3,,,,,2.3000E-3,8.8000E-4,
,,,2.3500E-3,1.4400E-3,,,,,2.3500E-3,1.5200E-3,
,,,2.4000E-3,1.1200E-3,,,,,2.4000E-3,1.8400E-3,
,,,2.4500E-3,9.6000E-4,,,,,2.4500E-3,9.6000E-4,
,,,2.5000E-3,8.8000E-4,,,,,2.5000E-3,8.0000E-4,
,,,2.5500E-3,1.5200E-3,,,,,2.5500E-3,1.2800E-3,
,,,2.6000E-3,1.7600E-3,,,,,2.6000E-3,2.0000E-3,
,,,2.6500E-3,1.5200E-3,,,,,2.6500E-3,1.6000E-3,
,,,2.7000E-3,9.6000E-4,,,,,2.7000E-3,2.0000E-3,
,,,2.7500E-3,1.3600E-3,,,,,2.7500E-3,9.6000E-4,
,,,2.8000E-3,1.5200E-3,,,,,2.8000E-3,7.2000E-4,
,,,2.8500E-3,8.0000E-4,,,,,2.8500E-3,5.6000E-4,
,,,2.9000E-3,4.8000E-4,,,,,2.9000E-3,6.4000E-4,
,,,2.9500E-3,7.2000E-4,,,,,2.9500E-3,2.0000E-3,
,,,3.0000E-3,8.8000E-4,,,,,3.0000E-3,3.0400E-3,
,,,3.0500E-3,8.8000E-4,,,,,3.0500E-3,2.7200E-3,
