运行#1,运行#1,运行#1,运行#1,运行#1,运行#1,运行#1,运行#1,运行#1,运行#1,运行#1,运行#1,运行#1
时间 (秒 s),角 (弧度 rad),角速度 (弧度/秒 rad/s),角加速度 (弧度/秒² rad/s²),位置 (米 m),速度 (米/秒 m/s),加速度 (米/秒² m/s²),角 (弧度 rad),角速度 (弧度/秒 rad/s),角加速度 (弧度/秒² rad/s²),位置 (米 m),速度 (米/秒 m/s),加速度 (米/秒² m/s²)
0.000,-0.006,,,-1.5000E-4,,,0.000,,,0.0000,,
0.025,-0.033,-0.880,,-7.8750E-4,-0.021,,0.005,0.188,,1.1250E-4,0.004,
0.050,-0.050,-0.440,18.221,-0.0012,-0.010,0.435,0.009,0.188,1.257,2.2500E-4,0.004,0.030
0.075,-0.055,0.031,17.593,-0.0013,7.500E-4,0.420,0.014,0.251,1.885,3.3750E-4,0.006,0.045
0.100,-0.049,0.440,16.336,-0.0012,0.011,0.390,0.022,0.283,0.628,5.2500E-4,0.007,0.015
0.125,-0.033,0.848,16.965,-7.8750E-4,0.020,0.405,0.028,0.283,0.628,6.7500E-4,0.007,0.015
0.150,-0.006,1.288,16.965,-1.5000E-4,0.031,0.405,0.036,0.314,0.628,8.6250E-4,0.007,0.015
0.175,0.031,1.696,16.336,7.5000E-4,0.041,0.390,0.044,0.314,0.628,0.0010,0.008,0.015
0.200,0.079,2.105,15.708,0.0019,0.050,0.375,0.052,0.346,0.628,0.0012,0.008,0.015
0.225,0.137,2.482,14.451,0.0033,0.059,0.345,0.061,0.346,2.220E-15,0.0015,0.008,-1.041E-16
0.250,0.203,2.827,13.195,0.0048,0.067,0.315,0.069,0.346,-1.257,0.0016,0.008,-0.030
0.275,0.278,3.142,11.938,0.0066,0.075,0.285,0.079,0.283,-2.513,0.0019,0.007,-0.060
0.300,0.360,3.424,11.310,0.0086,0.082,0.270,0.083,0.220,-0.628,0.0020,0.005,-0.015
0.325,0.449,3.707,10.681,0.0107,0.088,0.255,0.090,0.251,0.628,0.0021,0.006,0.015
0.350,0.545,3.958,8.796,0.0130,0.095,0.210,0.096,0.251,-0.628,0.0023,0.006,-0.015
0.375,0.647,4.147,6.283,0.0154,0.099,0.150,0.102,0.220,-0.628,0.0024,0.005,-0.015
0.400,0.752,4.273,5.027,0.0180,0.102,0.120,0.107,0.220,0.000,0.0026,0.005,0.000
0.425,0.861,4.398,3.770,0.0206,0.105,0.090,0.113,0.220,-0.628,0.0027,0.005,-0.015
0.450,0.972,4.461,1.885,0.0232,0.106,0.045,0.118,0.188,-0.628,0.0028,0.005,-0.015
0.475,1.084,4.492,1.885,0.0259,0.107,0.045,0.123,0.188,-0.628,0.0029,0.005,-0.015
0.500,1.197,4.555,-8.882E-14,0.0286,0.109,-2.498E-15,0.127,0.157,-1.257,0.0030,0.004,-0.030
0.525,1.312,4.492,-2.513,0.0313,0.107,-0.060,0.130,0.126,-0.628,0.0031,0.003,-0.015
0.550,1.422,4.430,-2.513,0.0339,0.106,-0.060,0.134,0.126,-0.628,0.0032,0.003,-0.015
0.575,1.533,4.367,-5.655,0.0366,0.104,-0.135,0.137,0.094,-0.628,0.0033,0.002,-0.015
0.600,1.640,4.147,-8.796,0.0391,0.099,-0.210,0.138,0.094,-0.628,0.0033,0.002,-0.015
0.625,1.740,3.927,-8.796,0.0415,0.094,-0.210,0.141,0.063,-1.257,0.0034,0.002,-0.030
0.650,1.836,3.707,-9.425,0.0438,0.088,-0.225,0.141,0.031,-0.628,0.0034,7.500E-4,-0.015
0.675,1.926,3.456,-11.310,0.0460,0.083,-0.270,0.143,0.031,-0.628,0.0034,7.500E-4,-0.015
0.700,2.009,3.142,-13.823,0.0480,0.075,-0.330,0.143,0.000,-1.257,0.0034,0.000,-0.030
0.725,2.083,2.765,-14.451,0.0497,0.066,-0.345,0.143,-0.031,-1.257,0.0034,-7.500E-4,-0.030
0.750,2.147,2.419,-14.451,0.0513,0.058,-0.345,0.141,-0.063,-0.628,0.0034,-0.002,-0.015
0.775,2.204,2.042,-16.336,0.0526,0.049,-0.390,0.140,-0.063,-0.628,0.0033,-0.002,-0.015
0.800,2.249,1.602,-16.965,0.0537,0.038,-0.405,0.138,-0.094,-1.257,0.0033,-0.002,-0.030
0.825,2.284,1.194,-16.336,0.0545,0.029,-0.390,0.135,-0.126,-1.257,0.0032,-0.003,-0.030
0.850,2.309,0.785,-17.593,0.0551,0.019,-0.420,0.132,-0.157,-1.257,0.0032,-0.004,-0.030
0.875,2.323,0.314,-18.221,0.0555,0.008,-0.435,0.127,-0.188,-0.628,0.0030,-0.005,-0.015
0.900,2.325,-0.126,-16.965,0.0555,-0.003,-0.405,0.123,-0.188,8.327E-15,0.0029,-0.005,2.082E-16
0.925,2.317,-0.534,-16.965,0.0553,-0.013,-0.405,0.118,-0.188,0.000,0.0028,-0.005,0.000
0.950,2.298,-0.974,-16.965,0.0549,-0.023,-0.405,0.113,-0.188,-0.628,0.0027,-0.005,-0.015
0.975,2.268,-1.382,-16.336,0.0541,-0.033,-0.390,0.108,-0.220,-1.257,0.0026,-0.005,-0.030
1.000,2.229,-1.791,-16.965,0.0532,-0.043,-0.405,0.102,-0.251,-0.628,0.0024,-0.006,-0.015
1.025,2.179,-2.231,-16.336,0.0520,-0.053,-0.390,0.096,-0.251,0.628,0.0023,-0.006,0.015
1.050,2.117,-2.608,-13.823,0.0505,-0.062,-0.330,0.090,-0.220,-5.551E-15,0.0021,-0.005,-8.674E-17
1.075,2.048,-2.922,-13.195,0.0489,-0.070,-0.315,0.085,-0.251,-1.885,0.0020,-0.006,-0.045
1.100,1.971,-3.267,-13.195,0.0471,-0.078,-0.315,0.077,-0.314,-1.257,0.0018,-0.007,-0.030
1.125,1.885,-3.581,-11.310,0.0450,-0.085,-0.270,0.069,-0.314,5.551E-15,0.0016,-0.007,0.000
1.150,1.792,-3.833,-9.425,0.0428,-0.091,-0.225,0.061,-0.314,2.220E-15,0.0015,-0.007,0.000
1.175,1.693,-4.053,-8.168,0.0404,-0.097,-0.195,0.053,-0.314,0.000,0.0013,-0.007,0.000
1.200,1.590,-4.241,-6.283,0.0379,-0.101,-0.150,0.046,-0.314,-2.776E-14,0.0011,-0.007,-6.765E-16
1.225,1.481,-4.367,-4.398,0.0354,-0.104,-0.105,0.038,-0.314,0.628,9.0000E-4,-0.008,0.015
1.250,1.371,-4.461,-3.770,0.0327,-0.106,-0.090,0.030,-0.283,1.257,7.1250E-4,-0.007,0.030
1.275,1.258,-4.555,-1.257,0.0300,-0.109,-0.030,0.024,-0.251,-2.665E-14,5.6250E-4,-0.006,-6.245E-16
1.300,1.144,-4.524,1.885,0.0273,-0.108,0.045,0.017,-0.283,0.000,4.1250E-4,-0.007,-1.735E-17
1.325,1.032,-4.461,1.885,0.0246,-0.106,0.045,0.009,-0.251,1.885,2.2500E-4,-0.006,0.045
1.350,0.920,-4.430,1.885,0.0220,-0.106,0.045,0.005,-0.188,2.513,1.1250E-4,-0.004,0.060
1.375,0.811,-4.367,3.770,0.0193,-0.104,0.090,-1.041E-17,-0.126,1.885,-5.1500E-19,-0.003,0.045
1.400,0.702,-4.241,6.912,0.0168,-0.101,0.165,-0.002,-0.094,0.628,-3.7500E-5,-0.002,0.015
1.425,0.598,-4.021,8.796,0.0143,-0.096,0.210,-0.005,-0.094,1.257,-1.1250E-4,-0.002,0.030
1.450,0.501,-3.801,8.796,0.0120,-0.091,0.210,-0.006,-0.031,1.257,-1.5000E-4,-7.500E-4,0.030
1.475,0.408,-3.581,9.425,0.0097,-0.086,0.225,-0.006,-0.031,0.628,-1.5000E-4,-7.500E-4,0.015
1.500,0.322,-3.330,11.310,0.0077,-0.079,0.270,-0.008,1.735E-17,1.257,-1.8750E-4,0.000,0.030
1.525,0.242,-3.016,13.823,0.0058,-0.072,0.330,-0.006,0.031,0.628,-1.5000E-4,7.500E-4,0.015
1.550,0.171,-2.639,14.451,0.0041,-0.063,0.345,-0.006,0.031,0.628,-1.5000E-4,7.500E-4,0.015
1.575,0.110,-2.293,13.823,0.0026,-0.055,0.330,-0.005,0.063,0.628,-1.1250E-4,0.001,0.015
