运行#1,运行#1,运行#1,运行#1,运行#1,运行#1,运行#1,运行#1,运行#1,运行#1,运行#1,运行#1,运行#1
时间 (秒 s),角 (弧度 rad),角速度 (弧度/秒 rad/s),角加速度 (弧度/秒² rad/s²),位置 (米 m),速度 (米/秒 m/s),加速度 (米/秒² m/s²),角 (弧度 rad),角速度 (弧度/秒 rad/s),角加速度 (弧度/秒² rad/s²),位置 (米 m),速度 (米/秒 m/s),加速度 (米/秒² m/s²)
0.000,1.063,8.639,31.416,0.0254,0.206,0.750,0.000,0.000,0.000,0.0000,0.000,0.000
0.010,1.151,8.954,27.489,0.0275,0.214,0.656,,,,,,
0.020,1.243,9.189,15.708,0.0297,0.219,0.375,,,,,,
0.030,1.335,9.268,11.781,0.0319,0.221,0.281,,,,,,
0.040,1.428,9.425,23.562,0.0341,0.225,0.562,,,,,,
0.050,1.524,9.739,27.489,0.0364,0.232,0.656,0.000,0.000,0.000,0.0000,0.000,0.000
0.060,1.623,9.975,19.635,0.0387,0.238,0.469,,,,,,
0.070,1.723,10.132,19.635,0.0411,0.242,0.469,,,,,,
0.080,1.825,10.367,15.708,0.0436,0.247,0.375,,,,,,
0.090,1.931,10.446,7.854,0.0461,0.249,0.188,,,,,,
0.100,2.034,10.524,15.708,0.0486,0.251,0.375,0.000,0.000,0.157,0.0000,0.000,0.004
0.110,2.141,10.760,15.708,0.0511,0.257,0.375,,,,,,
0.120,2.249,10.839,3.927,0.0537,0.259,0.094,,,,,,
0.130,2.358,10.839,0.000,0.0563,0.259,0.000,,,,,,
0.140,2.466,10.839,3.927,0.0589,0.259,0.094,,,,,,
0.150,2.575,10.917,7.854,0.0615,0.261,0.188,0.000,0.016,0.157,0.0000,3.750E-4,0.004
0.160,2.684,10.996,1.510E-12,0.0641,0.263,5.274E-14,,,,,,
0.170,2.794,10.917,-3.927,0.0667,0.261,-0.094,,,,,,
0.180,2.903,10.917,3.927,0.0693,0.261,0.094,,,,,,
0.190,3.013,10.996,15.708,0.0719,0.262,0.375,,,,,,
0.200,3.123,11.231,0.000,0.0745,0.268,0.000,0.002,0.016,-0.157,3.7500E-5,3.750E-4,-0.004
0.210,3.237,10.996,-35.343,0.0773,0.262,-0.844,,,,,,
0.220,3.343,10.524,-7.854,0.0798,0.251,-0.187,,,,,,
0.230,3.448,10.839,19.635,0.0823,0.259,0.469,,,,,,
0.240,3.559,10.917,-15.708,0.0850,0.261,-0.375,,,,,,
0.250,3.666,10.524,-27.489,0.0875,0.251,-0.656,0.002,0.000,-1.735E-16,3.7500E-5,0.000,-4.337E-18
0.260,3.770,10.367,-7.854,0.0900,0.248,-0.187,,,,,,
0.270,3.874,10.367,-11.781,0.0925,0.248,-0.281,,,,,,
0.280,3.977,10.132,-31.416,0.0950,0.242,-0.750,,,,,,
0.290,4.076,9.739,-23.562,0.0973,0.232,-0.563,,,,,,
0.300,4.172,9.660,-7.854,0.0996,0.231,-0.188,0.002,0.016,0.157,3.7500E-5,3.750E-4,0.004
0.310,4.269,9.582,-23.562,0.1019,0.229,-0.562,,,,,,
0.320,4.364,9.189,-35.343,0.1042,0.219,-0.844,,,,,,
0.330,4.453,8.875,-23.562,0.1063,0.212,-0.562,,,,,,
0.340,4.541,8.718,-23.562,0.1084,0.208,-0.563,,,,,,
0.350,4.628,8.404,-31.416,0.1105,0.201,-0.750,0.003,0.016,-0.157,7.5000E-5,3.750E-4,-0.004
0.360,4.709,8.090,-27.489,0.1124,0.193,-0.656,,,,,,
0.370,4.789,7.854,-23.562,0.1143,0.187,-0.562,,,,,,
0.380,4.866,7.618,-27.489,0.1162,0.182,-0.656,,,,,,
0.390,4.942,7.304,-35.343,0.1180,0.174,-0.844,,,,,,
0.400,5.012,6.912,-35.343,0.1197,0.165,-0.844,0.003,0.000,-0.157,7.5000E-5,0.000,-0.004
0.410,5.080,6.597,-35.343,0.1213,0.157,-0.844,,,,,,
0.420,5.144,6.205,-35.343,0.1228,0.148,-0.844,,,,,,
0.430,5.204,5.890,-31.416,0.1242,0.141,-0.750,,,,,,
0.440,5.262,5.576,-39.270,0.1256,0.133,-0.937,,,,,,
0.450,5.316,5.105,-43.197,0.1269,0.122,-1.031,0.003,0.000,0.000,7.5000E-5,0.000,0.000
0.460,5.364,4.712,-35.343,0.1281,0.113,-0.844,,,,,,
0.470,5.410,4.398,-35.343,0.1292,0.105,-0.844,,,,,,
0.480,5.452,4.006,-43.197,0.1302,0.096,-1.031,,,,,,
0.490,5.490,3.534,-39.270,0.1311,0.084,-0.938,,,,,,
0.500,5.523,3.220,-35.343,0.1319,0.077,-0.844,0.003,0.000,0.000,7.5000E-5,0.000,0.000
0.510,5.554,2.827,-43.197,0.1326,0.067,-1.031,,,,,,
0.520,5.579,2.356,-43.197,0.1332,0.056,-1.031,,,,,,
0.530,5.601,1.963,-39.270,0.1337,0.047,-0.937,,,,,,
0.540,5.619,1.571,-43.197,0.1341,0.037,-1.031,,,,,,
0.550,5.633,1.100,-47.124,0.1345,0.026,-1.125,0.003,0.000,0.000,7.5000E-5,0.000,0.000
0.560,5.641,0.628,-39.270,0.1347,0.015,-0.938,,,,,,
0.570,5.645,0.314,-35.343,0.1348,0.007,-0.844,,,,,,
0.580,5.647,-0.079,-43.197,0.1348,-0.002,-1.031,,,,,,
0.590,5.644,-0.550,-43.197,0.1347,-0.013,-1.031,,,,,,
